
snap(21,5,-40) 

sky(254,255,255) 
fog(217,255,255) 
ground(72,36,0) 
polys(67,36,0) 

fadefrom(5000)
density(5)

nlaps(3)
name(Charlie and the Chocolate Factory)



set(47,0,0,0)
set(10,0,5600,0)
set(10,0,11200,0)
set(38,0,8377,0)
set(10,0,13062,0)p
set(38,0,11105,0)
set(38,0,9762,0)
set(14,0,17612,0)
chk(40,0,15862,0)
set(10,4550,17612,90)
set(32,4283,17962,-90)pr
set(12,10180,16092,-120)
chk(40,10183,16085,90)
set(14,14760,14572,-90)pt
set(10,14760,10022,0)
set(32,15110,9825,180)
set(32,15375,9825,180)
set(10,14760,4422,0)
set(23,14760,1622,0)
set(23,14760,-13400,180)
set(10,14760,-20359,0)
set(10,14760,-25959,0)p
set(14,14760,-30509,90)
chk(40,14760,-28759,0)
set(10,19310,-30509,90)
chk(40,22110,-30509,90)
set(13,24940,-28989,120)
chk(40,27770,-27469,90)
set(12,30600,-28989,60)p
set(14,35180,-30509,180)
chk(40,33825,-30509,90)
set(10,35180,-25959,180)p
set(11,35180,-20359,180)p
set(22,35180,-16999,180)
set(22,35180,-16460,0)
set(23,35180,-15900,180)
set(27,35180,-15700,0)pr
set(23,35180,-10100,0)
set(10,35180,2150,180)p
fix(41,36178,8891,-800,0)
set(10,35180,7750,180)p
set(36,36758,6809,-90)
set(10,35180,13350,0)p
set(14,35175,17375,-90)
chk(40,35180,15625,0)
set(14,31675,17375,0)pt
set(10,31675,13300,0)
set(32,31325,13147,180)pr
set(37,33450,12822,-90)
set(25,33810,11320,-90)
set(25,33810,15240,-90)
set(37,33425,15625,90)
set(25,33810,13280,-90)
set(37,33425,14260,-90)
set(37,33425,11475,-90)
set(10,31675,7700,0)
set(32,32025,10933,180)
set(32,31325,9097,180)pr
set(37,33475,7425,-90)
set(37,33450,10050,-90)
set(25,33810,7400,-90)
set(25,33810,9360,-90)
set(37,33450,8775,-90)
set(14,31675,3150,180)
chk(40,31675,4900,0)
set(14,28175,3150,90)pt
set(13,26655,7730,30)
chk(40,25135,10560,0)
set(12,26655,13390,150)p
set(37,26785,10565,90)
set(14,28175,17970,-90)
chk(40,28175,16600,0)
set(11,23625,17970,90)p
set(38,24675,17975,90)
set(37,26461,16220,90)
set(22,20935,17975,90)
chk(40,20825,17975,90)
set(14,18625,17975,0)pt
set(10,18635,13660,0)p
set(10,18635,8060,0)
set(32,18006,9785,180)pr
set(32,18285,9785,180)pr
set(13,20155,2430,30)
set(31,14760,2600,180)pr
chk(40,20375,1975,0)
set(14,21675,-2150,90)
chk(40,23425,-2150,90)
set(14,25175,-2150,-90)pt
set(14,25175,-5650,90)pt
set(23,26225,-5650,90)p
set(23,30475,-5650,-90)
set(23,38625,-5650,90)
set(23,43625,-5650,-90)
set(36,44700,-5575,-90)
chk(40,44100,-5650,90)
set(23,35180,-10100,180)
set(37,35380,-10000,0)
set(37,35180,-9000,0)
set(37,35180,-11000,0)
set(15,27340,-10140,-90)
set(33,27460,-10140,90)pr
set(15,21740,-10140,-90)
set(33,24540,-10140,90)
set(33,21498,-10140,90)pr
set(24,18940,-10140,90)
set(33,18940,-10140,90)
set(23,21800,-5650,90)
set(30,19535,-5650,90)pl
set(23,13900,-5650,-90)
set(30,16175,-5650,-90)pl
set(23,-3925,-5650,90)
chk(40,-3925,-5650,90)
set(14,-5675,-5650,0)pt
set(10,-5675,-10200,0)p
set(10,-5675,-15800,0)
set(27,-5675,-16066,180)
chk(40,-5686,-14338,0)
set(10,-5675,-21400,0)p
set(38,-5675,-19100,180)
set(38,-5675,-20827,180)
set(10,-5686,-26225,0)p
set(38,-5675,-22555,180)
set(14,-5686,-30775,90)
chk(40,-5675,-29025,0)
set(10,-1136,-30775,90)
set(32,-903,-31405,-90)
set(22,2224,-30775,90)
set(32,1041,-30159,-90)pr
set(22,3344,-30775,90)p
set(22,3650,-30780,-90)
chk(40,3904,-30780,90)
set(14,5960,-30780,180)pt
set(10,5960,-26230,0)
set(23,5950,-19674,180)
set(23,5950,-11971,0)
set(20,5950,-4971,180)
set(15,5950,629,180)
set(33,5950,-768,0)
chk(42,5950,-768,0)
set(15,5950,6229,0)
set(17,5950,10779,0)
chk(42,7700,10779,90)
set(17,9450,10779,-90)pt
set(15,9450,6229,0)p
set(24,9450,3429,180)p
set(23,9425,-1750,180)
set(30,9425,-4015,540)pl
set(23,9425,-9825,0)
set(30,9425,-7375,0)pl
set(23,9425,-14076,180)
chk(40,9450,-14349,0)
set(14,9425,-15826,180)pt
set(10,4875,-15826,90)
set(30,5950,-20598,0)pl
set(14,0,-15826,90)pt
set(10,0,-11200,0)
set(30,5950,-11080,180)pl
set(38,0,-10379,0)
set(10,0,-5600,0)
set(49,-735,-7750,0)
set(49,675,-7720,0)pr
set(38,-505,-5650,90)
set(38,-686,-5650,90)
set(38,692,-5650,90)
set(38,495,-5650,90)
set(22,4635,14975,-90)
set(23,4075,14975,-90)
set(23,5100,14975,90)
set(37,4525,14950,0)
set(37,3175,14975,0)
set(37,5950,14975,0)
set(24,30140,-10140,-90)
set(33,30140,-10140,90)
set(23,22925,15100,0)
set(38,22375,17975,90)
set(23,22925,13925,180)
set(37,22925,14500,180)
set(37,22925,14500,-90)
