snap(-35,-60,-45)
sky(233,173,188)
fog(255,235,195)
ground(201,184,193)
polys(211,196,204)
fadefrom(5000)
density(4)
nlaps(2)
soundtrack(in_the_eyes.mod,227,175)
lightson()
name(Escaping From The Beast)

set(47,0,0,0)
set(10,0,5600,0)
set(10,0,11200,0)
set(10,0,16800,0)
set(10,0,22400,0)p
set(10,0,28000,0)p
set(10,0,33600,0)p
set(10,0,39200,0)p
set(10,0,44800,0)p
set(10,0,50400,0)p
set(14,0,54950,0)
chk(40,1750,54950,90)r
set(14,3500,54950,-90)pt
set(10,3500,50400,0)p
set(10,3500,44800,0)p
set(11,3500,39200,0)
set(32,3143,37220,180)
set(32,3843,40000,180)pr
set(11,3500,33600,0)
set(32,3843,34628,180)pr
set(23,3493,30800,0)
set(32,3143,32034,180)pr
set(10,3500,18132,180)p
set(10,3500,12532,180)
set(26,0,13480,0)pr
fix(41,5235,8039,-1500,90)
set(10,3500,6932,0)
set(10,3493,2865,0)
set(23,3493,1292,0)
set(10,3493,-13070,180)p
set(14,3493,-17620,180)
chk(40,3493,-15870,0)r
set(11,-1057,-17620,-90)
set(32,-2540,-17270,90)pr
set(11,-6657,-17620,-90)p
set(14,-11207,-17620,90)pt
set(20,-11207,-13070,180)p
set(15,-11207,-7470,180)
set(33,-11179,-6112,180)pr
set(15,-11179,-2106,180)
set(33,-11179,-766,0)
set(33,-11179,-3373,0)pr
set(15,-11179,3494,180)
set(33,-11179,4244,0)
set(33,-11179,1790,0)pr
set(17,-11179,8044,-90)pt
set(16,-15729,8044,-90)p
set(15,-21329,8044,90)
chk(42,-21300,8039,90)r
set(16,-26929,8044,90)p
set(17,-31479,8044,0)pt
set(15,-31479,3494,0)p
set(20,-31479,-2106,180)p
set(14,-31479,-6656,90)
chk(40,-31479,-4906,0)r
set(11,-26929,-6656,90)p
set(11,-21329,-6656,90)p
set(11,-17420,-6652,90)
set(23,-15332,-6652,90)
set(26,-15930,-6652,-90)pr
set(10,-4550,-6558,-90)p
set(14,0,-6558,180)pt
set(22,0,-4248,180)p
set(22,0,-3128,0)
chk(40,0,-2568,0)r
set(23,-7000,-6558,-90)
set(23,3493,-10270,180)
set(14,0,-6558,90)
set(10,4550,-6558,90)
set(20,10150,-6558,90)
set(15,15750,-6558,90)
set(15,21350,-6558,90)
set(24,24150,-6558,-90)
set(24,31175,-6558,90)
set(15,33975,-6558,90)
set(20,39575,-6558,-90)
set(34,34420,-6570,-90)
set(10,45175,-6558,-90)
set(10,50775,-6558,-90)
set(14,56028,-6570,180)
set(10,51478,-6570,-90)
set(36,49658,-4760,0)
set(36,49658,-8380,180)
set(10,56028,-2020,180)
set(10,55990,1422,0)
set(13,54470,7052,210)
set(11,52950,12682,0)
set(13,51434,19928,30)
set(10,49914,25558,0)
set(23,49888,27631,180)
set(20,49888,40900,180)
set(44,49888,46500,180)
set(43,49888,52100,0)
set(44,49888,57700,0)
set(17,49888,62250,-90)
set(16,45338,62250,90)
set(15,39738,62250,90)
set(15,34138,62250,90)
fix(41,28538,62250,-2500,90)
set(15,28538,62250,90)
set(15,22938,62250,90)
set(15,17338,62250,90)
set(34,22080,62250,-90)
set(20,11738,62250,90)
set(12,6108,63770,60)
set(10,478,65290,90)
set(10,-3361,65300,90)
set(10,-8961,65300,90)
set(10,-14561,65300,90)
set(14,-19111,65300,0)
set(22,-19111,62990,0)
set(18,-19111,59630,180)
set(36,-20921,59770,90)
set(18,-19111,54030,180)
set(36,-20921,57810,90)
set(36,-20921,55930,90)
set(36,-20921,53970,90)
set(19,-19111,49480,90)
set(18,-14561,49480,-90)
set(18,-8961,49480,-90)
set(22,-5601,49480,-90)
set(23,-5041,49480,90)
set(10,1743,49140,180)
set(37,1768,49188,90)
set(23,1743,51940,180)
set(37,1768,50632,90)
set(37,1768,52148,90)
chk(40,1750,54950,90)r
set(10,11282,49480,-90)
set(10,16882,49480,-90)
set(10,22482,49480,-90)
set(10,28082,49480,-90)
set(14,32632,49480,-90)
set(10,32643,45516,0)
fix(41,32643,40875,-1000,0)
set(23,32643,42716,0)
set(30,32643,43550,180)
set(10,35683,29449,0)
set(12,34163,23819,-30)
set(10,32643,18189,180)
set(10,32643,12589,180)
set(14,32643,8039,180)
set(10,28093,8039,-90)
set(10,22493,8039,-90)
set(13,16863,6519,-60)
set(10,11233,4999,90)
set(23,8433,4999,-90)
set(31,3493,2972,180)pr
chk(40,3493,-15870,0)r
set(10,11233,11079,90)
set(30,9340,4999,90)
set(12,16863,9559,-120)
set(23,8433,11079,-90)
set(30,9260,11079,90)
set(15,-6629,8044,90)
set(17,-11179,8044,0)
chk(42,-9429,8039,90)r
set(24,-3829,8044,-90)
set(35,-4260,8039,-90)
set(23,49888,38100,0)
set(26,49888,37275,180)
set(23,8482,49480,-90)
set(28,9550,49480,-90)
set(11,52954,14298,0)
set(37,52602,15520,-90)
set(37,53282,15520,90)
set(37,53332,11521,-90)
set(37,52551,11521,90)
set(37,52942,13578,-90)
set(23,35683,32249,180)
set(29,35683,31260,0)
set(10,29603,29449,0)
set(13,31123,23819,210)
chk(40,30893,8039,90)r
set(23,29603,32249,180)
set(29,29603,31170,180)
chk(40,32643,48316,0)r
set(23,3493,20932,180)
