
snap(40,40,40) 

sky(255,255,125)
fog(255,255,60)
ground(248,150,52)
polys(244,126,9)

fadefrom(7000)
density(6)

name(All The Way To Glory)
nlaps(2)


set(47,0,0,0)p
set(23,0,2800,180)p
set(32,0,2800,0)
set(32,400,3800,0)
set(32,-400,3800,0)

set(23,0,19600,0)p
set(31,0,22909,0)pr 
set(31,0,27491,180)p
set(23,0,30800,180)p

set(23,0,47600,0)p
set(10,0,50400,0)p
chk(40,0,53200,0)
set(14,0,54950,-90)pt
set(10,-3810,54950,-90)p
set(10,-9310,54950,-90)p
set(36,-10925,53390,180)
set(36,-8975,53390,180)
set(36,-12875,53390,180)
set(36,-14825,53390,180)
set(32,-7310,54500,90)pr
set(32,-7310,54950,90)pr
set(32,-7310,55400,90)pr
set(10,-14910,54950,-90)p
set(10,-20510,54950,-90)p
set(29,-20714,54950,90)pr
set(23,-22878,54950,-90)


set(23,-46550,54950,90)p
chk(40,-46550,54950,90)
set(14,-48300,54950,0)pt
set(10,-48300,50650,0)
set(37,-48300,50650,0)
set(14,-48300,46150,90)pt
set(12,-37800,44620,-120)
set(10,-32400,43160,90)
set(10,-26800,43160,90)
set(23,-24800,43160,90)
set(28,-28600,43160,90)po
fix(41,-25200,43160,-1200,90)s


set(10,-44300,46150,90)
set(31,-32900,46150,-90)
set(10,-38700,46150,90)
set(10,-33100,46150,90)p
set(10,-27500,46150,90)
set(10,-24600,46150,90)p
set(23,-22600,46150,90)

set(23,-19800,43160,-90)
set(13,-17100,44620,120)p

set(37,-15950,45200,-50)


set(30,-12500,46150,90)
set(30,-12500,44470,90)
set(30,-12500,47830,90)
set(14,-7700,46150,-90)pt
set(23,-10550,44470,90)
set(23,-10550,47830,90)

set(10,-7700,42370,0)p
chk(40,-7700,44240,0)
set(10,-7700,36770,0)p
set(10,-7700,31170,0)p
set(10,-7700,25570,0)p
set(37,-7700,34650,0)
chk(40,-7700,30850,0)
set(28,-7700,25450,0)
set(10,-7700,19970,0)p
set(23,-10000,15500,-90)
set(37,-10800,15500,0)
set(37,-10250,15500,0)
set(23,-11000,15500,90)

set(10,-7700,14370,0)p
set(14,-7700,10070,180)pt

set(10,-11700,10070,90)p
set(36,-10000,8120,180)
set(36,-11950,8120,180)
set(36,-13900,8120,180)
fix(41,-15900,8450,-700,90)p
set(10,-17300,10070,90)p
chk(40,-18700,10070,90)

set(14,-21300,10070,90)pt
set(10,-21300,14070,0)p
set(27,-21300,16100,0)pr
set(23,-21300,15820,180)

set(23,-23300,24360,-90)
set(10,-21300,24360,90)
set(37,-20100,24360,0)
set(37,-20650,24360,0)
set(37,-21200,24360,0)
set(37,-21750,24360,0)
set(37,-22300,24360,0)
set(37,-22850,24360,0)
set(37,-23400,24360,0)
set(37,-19000,24360,0)
set(37,-19550,24360,0)
set(23,-19300,24360,90)

set(23,-21300,32800,0)

set(14,-21300,34550,-90)pt
set(10,-25100,34550,90)
