snap(-25,-10,-8)
sky(238,221,130)
fog(238,232,170)
clouds(255,255,255,5,-1000)
ground(134,184,11)
polys(124,174,0)
fadefrom(8000)
density(8)
mountains(40940)
nlaps(3)
name(Forest Illusion)
soundtrack(crystal_nova.mod,226,70)

set(47,0,0,0)p
set(10,0,5600,0)
set(26,0,6150,0)pr
set(10,0,11200,0)p
set(10,0,16800,0)p
set(10,0,22400,0)p
set(10,0,28000,0)p
set(14,0,32550,0)
chk(40,0,30659,0)
set(10,4550,32550,90)
set(10,10150,32550,90)
set(28,7500,32550,-90)pr
set(10,15750,32550,90)p
set(10,21350,32550,90)
chk(40,23625,32550,90)
set(14,25900,32550,180)pt
set(10,25900,37100,180)p
set(10,25900,42700,180)
set(38,25900,38900,0)
set(38,25900,41825,0)
set(10,25900,48300,180)
set(32,26250,44950,0)
set(32,25550,44950,0)pr
set(38,25900,44450,0)
set(38,25900,47225,0)
set(38,25900,49700,0)
set(10,25900,53900,180)p
set(38,25900,52225,0)
set(38,25900,54625,0)
set(10,25900,59500,180)
set(38,25900,56800,0)
chk(40,25900,62300,0)
set(13,24380,65130,210)
chk(40,22860,67960,0)
set(12,24380,70790,150)
chk(40,25900,73620,0)
set(13,24380,76450,210)
chk(40,22860,79280,0)
set(12,24380,82110,150)p
set(10,25900,87740,180)
chk(40,25900,84940,0)
set(14,25900,92290,-90)pt
set(10,21350,92290,-90)p
set(10,15750,92290,-90)
set(29,15350,92290,90)pr
set(10,10150,92290,-90)p
set(10,4550,92290,-90)p
set(10,-1050,92290,-90)p
set(10,-6650,92290,-90)p
set(22,-10010,92290,-90)
chk(40,-9725,92290,90)
set(19,-12320,92290,0)pt
set(18,-12320,87740,0)p
set(36,-14130,87375,90)
set(18,-12320,82140,0)
set(18,-12320,76540,0)
set(36,-14130,79830,90)ph
set(21,-12320,70940,0)p
set(44,-12320,65340,0)
chk(42,-12320,65525,0)
set(43,-12320,59740,0)
set(43,-12320,54140,0)
set(34,-12320,58300,0)pr
set(43,-12320,48540,0)
set(35,-11825,48325,0)pr
set(44,-12320,42940,180)
set(35,-12925,46575,0)pr
set(16,-12320,37340,180)p
set(20,-12320,31740,180)p
set(45,-12320,25631,180)p
set(46,-12320,21151,180)p
set(46,-12320,15551,180)p
set(46,-12320,9951,180)p
set(45,-12320,5471,0)p
set(23,-15320,26370,-90)
set(23,-15320,26370,90)
set(37,-15920,26370,0)
set(37,-14720,26370,0)
set(23,-9320,26370,-90)
set(23,-9320,26370,90)
set(37,-9920,26370,0)
set(37,-8720,26370,0)
set(23,-14020,18370,0)
set(23,-14020,18370,180)
set(37,-14170,18970,0)
set(37,-13870,17770,0)
set(23,-15020,10370,0)
set(23,-15020,10370,180)
set(37,-15170,10970,0)
set(37,-14870,9970,0)
set(23,-15020,2370,0)
set(23,-15020,2370,180)
set(37,-15170,2970,0)
set(37,-14870,1770,0)
set(23,-10620,18370,0)
set(23,-10620,18370,180)
set(37,-10470,18970,0)
set(37,-10770,17770,0)
set(23,-9620,10370,0)
set(23,-9620,10370,180)
set(37,-9470,10970,0)
set(37,-9770,9970,0)
set(23,-10620,2370,0)
set(23,-10620,2370,180)
set(37,-10470,2970,0)
set(37,-10770,1770,0)
set(12,-13840,-668,-30)p
set(14,-15360,-5248,90)
chk(40,-15360,-3775,0)
set(13,-10780,-3728,120)p
set(14,-6200,-2208,180)pt
set(10,-6200,2342,180)p
set(10,-6200,7942,180)
chk(40,-6200,9425,0)
set(10,-6200,13542,180)
set(27,-6200,13450,0)pr
set(10,-6200,19142,180)p
set(37,-6300,17450,0)
set(37,-6100,18450,0)
set(37,-6300,19450,0)
set(37,-6100,20450,0)
set(10,-6200,24742,180)p
set(37,-6100,26450,0)
set(37,-6300,25450,0)
set(37,-6100,24450,0)
set(37,-6300,23450,0)
set(37,-6300,21450,0)
set(37,-6100,22450,0)
set(10,-6200,30342,180)p
set(10,-6200,35942,180)p
set(10,-6200,41542,180)
chk(40,-6200,39650,0)
set(23,-6460,50038,0)
set(10,-6200,58462,0)
set(10,-6200,64062,0)
set(30,-6200,60850,180)pl
set(10,-6200,69662,0)p
set(23,-6200,73850,180)p
set(20,-6200,80862,180)p
set(17,-6200,85412,0)pt
set(24,-4450,85412,-90)p
set(15,4430,85412,-90)
set(15,10030,85412,-90)
set(17,14580,85412,-90)pt
set(15,14580,80862,0)p
set(17,14580,76312,180)pt
set(15,10030,76312,-90)
set(17,5480,76312,0)
set(15,5480,71762,0)p
set(20,5480,66162,180)
set(10,5480,60562,180)
set(28,5480,62150,0)pr
set(10,5480,54962,180)p
set(10,5480,49362,180)p
set(10,5480,43762,180)
set(10,5480,40925,0)
set(23,5480,38125,0)
set(31,5480,39805,180)pr
set(23,5480,23603,180)p
set(10,5480,20803,0)p
set(10,5480,15203,0)p
set(10,5480,9603,0)p
set(10,5480,4003,0)
set(26,5480,3267,180)pr
set(10,5480,-1597,0)p
set(10,5480,-7197,0)
set(10,5480,-12797,0)
set(10,5480,-18397,0)
set(14,5480,-22947,180)pt
set(22,3170,-22947,-90)p
set(22,2330,-22944,-90)p
set(14,20,-22944,90)pt
set(22,20,-20634,180)p
set(10,20,-17274,180)
set(10,0,-16800,180)
set(10,0,-11200,180)
set(10,0,-5600,180)p
set(15,14580,62600,0)
