snap(-5,-5,20)

sky(120,184,254)
fog(120,184,254) 
ground(30,206,56)
polys(15,106,29)

fadefrom(5000)

name(Madness Arena)
nlaps(12)

set(47,0,0,0)p
set(10,0,5600,180)p
set(31,0,11200,0)pr
set(14,0,37000,0)pt
set(14,2700,37000,-90)pt
set(26,2700,35600,180)pr
set(36,1900,-1900,-90)
set(36,1900,0,-90)
set(36,1900,1900,-90)
set(36,1900,3800,-90)
set(36,1900,5700,-90)
set(36,1900,7600,-90)
set(36,1900,9500,-90)
set(36,1900,11400,-90)
set(36,1900,13300,-90)
set(36,1900,15200,-90)
set(36,1900,17100,-90)
set(36,1900,19000,-90)
set(36,1900,20900,-90)
set(36,1900,22800,-90)
set(36,1900,24700,-90)
set(36,1900,26600,-90)
set(36,1900,28500,-90)
set(36,1900,30400,-90)

set(14,1900,-6500,180)pt
set(10,-2600,-6500,90)p
set(10,-8200,-6500,90)p
set(14,-12700,-6500,90)pt
set(10,-12700,-2000,0)
set(26,-12700,800,0)pr
set(36,-12700,3800,90)
set(36,-12700,5700,90)
set(36,-12700,7600,90)
set(36,-12700,9500,90)
set(36,-12700,11400,90)
set(36,-12700,13300,90)
set(36,-12700,15200,90)
set(36,-12700,17100,90)
set(36,-12700,19000,90)
set(36,-12700,20900,90)
set(36,-12700,22800,90)
set(36,-12700,24700,90)
set(36,-12700,26600,90)
set(36,-12700,28500,90)
set(36,-12700,30400,90)
set(14,-12700,37000,0)pt
set(14,-10000,37000,-90)pt
set(26,-10000,35600,180)pr

set(30,0,25200,180)
set(10,0,28000,0)
set(14,0,32500,-90)pt
set(10,-4500,32500,90)p
chk(40,-4500,32500,-90)
set(14,-9000,32550,0)pt
set(10,-9000,28000,0)p
set(10,-9000,22400,0)p
set(10,-9000,16800,0)p
set(31,-9000,13400,180)pr
set(30,-9000,2800,0)
set(10,-9000,0,0)p
set(14,-9000,-4500,90)pt
set(10,-4500,-4500,90)
chk(40,-4500,-4500,90)
set(14,0,-4500,180)pt


set(33,-4550,2000,0)
set(33,-4550,6000,0)
set(33,-4550,10000,0)
set(33,-4550,14000,0)
set(33,-4550,18000,0)
set(33,-4550,22000,0)
set(33,-4550,26000,0)
set(33,-4550,30000,0)


maxr(10,4000,-6000)
maxb(4,-8400,-12800)
maxt(4,39600,-12800)
maxl(10,-15200,-6000)





