snap(-14,-4,-2)

sky(206,206,206)
fog(224,206,255)

ground(127,143,129)
polys(132,153,142)

fadefrom(5000)
density(5)
lightson()
nlaps(3)
//changing laps count as cheating! 
name(Uncle Sam's Fields)

set(47,0,0,0)
set(10,0,5600,0)
set(10,0,11200,180)
set(10,0,16800,180)p
set(10,0,22400,180)p
set(10,0,28000,180)p
set(10,0,33600,180)p
set(14,0,38150,-90)
chk(40,0,35982,0)
set(10,-4550,38150,-90)
set(10,-10150,38150,90)
set(32,-11700,38275,90)
set(32,-7350,37800,90)
set(32,-7350,38500,90)pr
set(10,-15750,38150,90)
set(10,-21350,38150,90)
chk(40,-23648,38150,90)
set(14,-25900,38150,90)pt
set(10,-25900,42700,180)
set(10,-25900,48300,180)
set(10,-25900,53900,0)
set(10,-25900,59500,0)p
set(37,-26460,58980,180)
set(37,-26460,58980,90)
set(37,-25500,56224,-90)
set(37,-25500,56224,0)
set(10,-25900,65100,180)
chk(40,-25900,67395,0)
set(14,-25900,69650,-90)pt
set(10,-30450,69650,-90)
set(10,-36050,69650,-90)
set(29,-34316,69650,-90)pr
set(10,-41650,69650,-90)
set(10,-47250,69650,-90)p
set(10,-52850,69650,-90)
chk(40,-54932,69650,90)
set(14,-57400,69650,0)pt
set(10,-57400,65100,0)p
set(10,-57400,59500,180)p
set(10,-57400,55172,0)p
set(14,-57400,50622,90)
chk(40,-57400,52800,0)
set(10,-52850,50622,90)p
set(10,-47250,50622,90)p
set(10,-41650,50622,90)p
set(10,-36050,50622,90)
set(32,-34615,50232,-90)
set(32,-36710,50932,-90)pr
set(10,-30450,50622,90)
set(23,-28732,50622,90)
set(10,-22024,50582,-90)
set(10,-16424,50582,-90)p
set(14,-11874,50582,-90)
chk(40,-13624,50582,90)
set(10,-11874,46032,180)
set(23,-11874,41220,0)
set(31,-11874,41510,180)pr
set(10,-11570,31865,180)
set(32,-11920,31128,180)pr
set(10,-11570,26265,180)
set(32,-11920,25920,180)pr
set(10,-11570,20665,180)
set(32,-11920,20934,180)pr
set(10,-11570,15065,180)p
set(10,-11570,9465,180)p
set(14,-11570,4915,180)
chk(40,-11570,7108,0)
set(10,-16120,4915,90)p
set(10,-21720,4915,90)p
set(10,-27320,4915,90)p
set(14,-31870,4915,0)
chk(40,-30120,4915,90)
set(10,-31870,365,180)p
set(10,-31870,-5235,180)p
set(10,-31870,-10835,180)
chk(40,-31870,-12806,0)
set(14,-31870,-15385,90)pt
set(10,-27320,-15385,90)
set(10,-21720,-15385,-90)
set(10,-16120,-15385,-90)
set(10,-10520,-15385,-90)p
set(10,-4920,-15385,-90)p
set(10,-4550,-15386,-90)p
set(14,0,-15386,180)
chk(40,-2120,-15386,90)
set(10,0,-10836,180)p
set(10,0,-5600,180)
set(23,-2775,14450,0)
set(23,2450,20125,0)
set(23,2450,19250,180)
set(37,2450,19650,-90)
set(23,-2775,13400,180)
set(30,0,9475,0)pl
set(37,-2775,13925,-90)
set(23,-23136,50582,-90)
set(30,-25900,47225,0)pl
set(23,-42150,72570,0)
set(23,-42150,71070,180)
set(26,-42150,71870,90)pr
set(23,-42150,66570,180)
set(23,-42150,67920,0)
set(26,-42120,67370,90)
set(23,-11570,34665,180)
set(10,-16124,2884,90)
set(23,-13324,2884,90)
set(37,-13324,2884,0)
set(37,-15588,2884,0)
set(37,-14420,2884,0)
set(37,-12704,2884,0)
set(23,-18924,2884,-90)
set(37,-18192,2884,0)
set(37,-19576,2884,0)
set(37,-16848,2884,0)
set(23,-21456,-17544,-90)

set(23,-21600,-13240,-90)
set(23,-18560,-13240,90)
set(30,-19216,-17544,-90)
set(30,-21932,-15386,-90)
set(30,-19200,-13240,-90)
set(26,0,-11200,0)pr
set(26,0,-10000,180)

set(24,-42950,-2800,180)po
set(15,-42950,0,0)p
set(15,-42950,5600,0)p
set(15,-42950,11200,0)p
set(35,-42950,11400,0)pr
fix(41,-42950,14000,-1000,0)s
set(15,-42950,16800,180)
set(35,-42950,16410,0)
set(15,-42950,22400,0)
set(16,-42950,28000,0)
set(24,-42950,30800,0)po

maxl(20,-61562,-18819)
maxb(14,-21219,-59162)
maxr(20,5638,-18819)
maxt(14,74781,-59162)
